loyalty_id,customer_id,loyalty_tier,points_balance,enrollment_date,account_status
L005677,C005875,Platinum,4339,2026-03-01,Active
L005678,C002087,Silver,1862,2025-12-16,Active
L005679,C003752,Silver,8270,2026-04-23,Inactive
L005680,C005613,Gold,8697,2025-08-31,Inactive
L005681,C002260,Gold,1973,2024-02-10,Active
L005682,C004018,Gold,9186,2024-01-08,Active
L005683,C006114,Silver,7096,2026-02-17,Inactive
L005684,C006059,Silver,6593,2023-03-20,Active
L005685,C002425,Silver,118,2024-07-10,Active
L005686,C008035,Silver,1396,2025-06-19,Active
L005687,C003857,Bronze,3529,2026-07-04,Active
L005688,C000860,Silver,8854,2025-02-02,Active
L005689,C008171,Gold,5187,2025-11-26,Active
L005690,C007592,Silver,7192,2025-11-28,Inactive
L005691,C008098,Bronze,2777,2025-10-29,Inactive
L005692,C007321,Bronze,7065,2025-10-23,Inactive
L005693,C008564,Silver,4984,2024-11-22,Active
L005694,C004740,Platinum,8311,2025-08-27,Inactive
L005695,C008595,Platinum,1086,2025-03-14,Active
L005696,C004463,Bronze,3251,2025-12-06,Inactive
L005697,C005529,Bronze,8252,2026-05-03,Inactive
L005698,C001365,Gold,7284,2026-06-12,Active
L005699,C001780,Platinum,9180,2025-07-13,Active
L005700,C009222,Gold,6172,2022-03-15,Active
L005701,C004786,Platinum,1698,2025-04-25,Active
L005702,C006335,Bronze,4454,2025-12-07,Inactive
L005703,C001819,Bronze,428,2024-11-28,Active
L005704,C007800,Bronze,615,2025-12-24,Active
L005705,C004938,Platinum,4108,2023-04-29,Active
L005706,C002705,Silver,2905,2025-10-13,Active
L005707,C005286,Silver,3215,2025-05-21,Active
L005708,C000176,Gold,7914,2026-01-11,Active
L005709,C007482,Gold,663,2026-02-22,Active
L005710,C002094,Silver,944,2025-05-26,Active
L005711,C008751,Gold,909,2024-05-15,Active
L005712,C003492,Bronze,6115,2024-04-13,Inactive
L005713,C001921,Silver,5321,2026-01-10,Active
L005714,C000083,Silver,6101,2025-08-01,Active
L005715,C000817,Bronze,5469,2026-03-24,Active
L005716,C008602,Gold,5259,2025-07-02,Active
L005717,C007355,Silver,2456,2025-03-24,Inactive
L005718,C004397,Bronze,1704,2024-09-05,Active
L005719,C009182,Bronze,5925,2026-01-20,Inactive
L005720,C005569,Silver,7999,2025-08-30,Active
L005721,C000284,Gold,229,2024-03-08,Inactive
L005722,C004121,Bronze,2677,2022-06-23,Inactive
L005723,C007481,Platinum,820,2026-05-28,Active
L005724,C000610,Bronze,4808,2024-12-04,Inactive
L005725,C002916,Bronze,8323,2026-07-05,Active
L005726,C001814,Bronze,5969,2026-03-13,Inactive
L005727,C001272,Platinum,4567,2023-06-10,Active
L005728,C005925,Platinum,3585,2026-06-19,Inactive
L005729,C009596,Gold,6712,2026-01-22,Active
L005730,C002995,Silver,6758,2026-07-06,Active
L005731,C007110,Gold,3496,2023-06-14,Active
L005732,C008614,Platinum,8739,2025-05-02,Active
L005733,C007357,Platinum,1485,2026-05-26,Active
L005734,C002643,Bronze,7138,2025-01-16,Inactive
L005735,C006554,Silver,8385,2025-10-13,Inactive
L005736,C004509,Gold,3610,2026-06-25,Inactive
L005737,C002306,Platinum,781,2023-12-02,Active
L005738,C006503,Silver,6677,2026-05-07,Active
L005739,C006261,Platinum,7240,2022-12-19,Active
L005740,C004196,Platinum,6942,2025-11-05,Inactive
L005741,C005563,Silver,3328,2025-12-17,Inactive
L005742,C004841,Gold,3445,2024-03-18,Active
L005743,C004656,Bronze,4365,2023-02-19,Inactive
L005744,C008148,Gold,3716,2025-08-08,Active
L005745,C004169,Silver,4683,2026-01-26,Active
L005746,C003850,Silver,5147,2024-10-26,Inactive
L005747,C009848,Platinum,9773,2026-06-28,Active
L005748,C008402,Gold,4106,2026-01-08,Active
L005749,C005254,Bronze,2367,2025-10-12,Inactive
L005750,C007885,Platinum,5346,2025-09-20,Active
L005751,C005534,Gold,1368,2024-12-07,Inactive
L005752,C002415,Platinum,501,2025-02-12,Active
L005753,C003555,Platinum,7629,2021-12-30,Active
L005754,C004692,Silver,2083,2026-05-25,Active
L005755,C004499,Bronze,4230,2024-11-02,Inactive
L005756,C002196,Silver,5461,2025-05-16,Active
L005757,C005046,Platinum,203,2026-02-08,Active
L005758,C002601,Platinum,3146,2024-03-05,Active
L005759,C001519,Bronze,8719,2024-11-08,Active
L005760,C004765,Platinum,3512,2022-04-12,Active
L005761,C004315,Bronze,4688,2024-07-20,Active
L005762,C003367,Silver,398,2025-04-12,Active
L005763,C006066,Gold,7984,2025-12-22,Inactive
L005764,C006583,Silver,8578,2025-10-15,Active
L005765,C002634,Gold,3330,2023-02-28,Active
L005766,C007338,Silver,5120,2025-02-22,Active
L005767,C005634,Platinum,5209,2025-05-27,Active
L005768,C009169,Bronze,3122,2024-05-25,Inactive
L005769,C008790,Platinum,7027,2024-10-10,Inactive
L005770,C002435,Silver,2947,2025-10-13,Active
L005771,C008278,Silver,6523,2026-01-03,Inactive
L005772,C006759,Gold,921,2026-02-12,Active
L005773,C006612,Bronze,6332,2026-03-18,Active
L005774,C004521,Gold,5353,2026-01-03,Active
L005775,C005588,Silver,5953,2025-09-15,Active
L005776,C003546,Gold,1588,2026-02-07,Active
L005777,C005966,Gold,3941,2025-11-17,Inactive
L005778,C005993,Bronze,751,2026-01-07,Inactive
L005779,C008806,Gold,9998,2026-03-26,Inactive
L005780,C005532,Gold,4958,2025-07-16,Active
L005781,C005445,Gold,1089,2026-03-18,Active
L005782,C000518,Gold,7254,2026-03-12,Active
L005783,C006111,Bronze,894,2023-04-11,Active
L005784,C006865,Gold,4442,2023-07-24,Active
L005785,C007961,Bronze,2155,2025-02-17,Active
L005786,C001416,Bronze,6183,2026-03-31,Inactive
L005787,C004665,Bronze,8444,2025-03-23,Inactive
L005788,C004457,Bronze,583,2024-05-21,Active
L005789,C002762,Silver,5120,2025-01-08,Inactive
L005790,C004856,Silver,9075,2024-11-27,Active
L005791,C000128,Platinum,8162,2025-11-30,Active
L005792,C003475,Platinum,163,2026-03-24,Active
L005793,C007970,Bronze,9273,2025-03-05,Inactive
L005794,C004311,Gold,1643,2023-04-05,Active
L005795,C002439,Bronze,2010,2024-01-22,Inactive
L005796,C003766,Gold,3429,2025-08-10,Active
L005797,C006877,Platinum,251,2026-05-17,Active
L005798,C005897,Platinum,8970,2025-07-31,Active
L005799,C005841,Platinum,9167,2025-06-28,Active
L005800,C008843,Platinum,7803,2026-02-19,Inactive
L005801,C009771,Gold,1920,2025-01-01,Active
L005802,C001474,Silver,796,2022-12-28,Active
L005803,C004822,Platinum,6683,2026-05-27,Inactive
L005804,C006916,Silver,1044,2026-06-25,Inactive
L005805,C003561,Bronze,6147,2021-09-18,Active
L005806,C003952,Platinum,5374,2026-02-08,Active
L005807,C000050,Gold,9475,2026-06-21,Active
L005808,C005438,Gold,6856,2026-03-23,Active
L005809,C009898,Platinum,6521,2024-07-18,Active
L005810,C000888,Silver,3337,2024-04-02,Active
L005811,C002617,Silver,1647,2025-12-04,Active
L005812,C000517,Platinum,3333,2026-06-20,Active
L005813,C003169,Bronze,5521,2023-03-31,Active
L005814,C002950,Silver,960,2025-10-29,Active
L005815,C001425,Gold,3462,2025-07-03,Inactive
L005816,C000140,Bronze,2976,2025-02-06,Inactive
L005817,C001925,Gold,8340,2025-08-31,Active
L005818,C002379,Platinum,454,2023-04-22,Active
L005819,C003198,Bronze,6207,2025-05-02,Active
L005820,C005132,Platinum,7735,2026-04-11,Active
L005821,C000113,Silver,5356,2026-06-19,Active
L005822,C004560,Gold,221,2022-06-02,Inactive
L005823,C004596,Bronze,7688,2026-06-01,Active
L005824,C007998,Bronze,5376,2023-11-22,Active
L005825,C003251,Silver,4940,2025-11-04,Active
L005826,C004691,Platinum,8632,2025-11-20,Active
L005827,C008116,Bronze,6437,2024-05-26,Active
L005828,C007768,Bronze,8863,2025-11-16,Active
L005829,C004547,Gold,7365,2022-09-27,Active
L005830,C007085,Gold,8270,2024-05-27,Active
L005831,C003278,Silver,7908,2022-09-09,Active
L005832,C007543,Silver,8139,2022-03-11,Active
L005833,C006594,Gold,1013,2024-09-08,Active
L005834,C004069,Gold,7452,2025-11-11,Active
L005835,C004409,Platinum,1189,2025-06-22,Active
L005836,C008645,Silver,9335,2026-03-04,Active
L005837,C008589,Gold,1564,2025-10-12,Inactive
L005838,C007385,Bronze,3644,2026-06-30,Active
L005839,C003223,Bronze,5485,2025-09-18,Active
L005840,C008211,Platinum,4217,2025-10-06,Active
L005841,C000452,Gold,8930,2024-10-30,Active
L005842,C003732,Gold,1767,2023-10-21,Inactive
L005843,C008954,Platinum,1951,2025-05-08,Active
L005844,C004987,Platinum,6764,2026-06-28,Active
L005845,C003664,Bronze,1246,2025-12-29,Active
L005846,C002764,Bronze,1379,2023-08-13,Inactive
L005847,C000659,Platinum,2867,2024-11-28,Active
L005848,C007679,Silver,8778,2025-03-11,Active
L005849,C007677,Bronze,4820,2025-01-14,Inactive
L005850,C004621,Platinum,7464,2026-02-16,Inactive
L005851,C001000,Bronze,4908,2025-12-16,Active
L005852,C000390,Platinum,2692,2024-02-04,Active
L005853,C003408,Bronze,5551,2024-08-03,Inactive
L005854,C001477,Platinum,343,2025-01-05,Active
L005855,C002241,Gold,9614,2025-07-14,Active
L005856,C002387,Platinum,8564,2024-02-14,Active
L005857,C009140,Silver,8212,2025-12-18,Active
L005858,C000993,Bronze,1717,2022-09-29,Active
L005859,C004998,Gold,434,2026-05-06,Active
L005860,C003923,Gold,8312,2026-06-16,Active
L005861,C002973,Bronze,6837,2025-11-07,Active
L005862,C003387,Gold,4995,2022-03-01,Active
L005863,C007886,Silver,6172,2025-10-28,Active
L005864,C008813,Platinum,4386,2025-06-28,Active
L005865,C004770,Bronze,1737,2026-05-01,Inactive
L005866,C001294,Silver,8082,2026-06-18,Inactive
L005867,C001825,Gold,4669,2024-07-30,Active
L005868,C002874,Gold,6814,2025-06-21,Active
L005869,C004174,Platinum,2647,2026-01-29,Active
L005870,C002536,Silver,1977,2025-12-26,Inactive
L005871,C009133,Bronze,4884,2026-02-04,Active
L005872,C001908,Silver,5759,2025-02-23,Active
L005873,C000043,Bronze,1675,2025-06-08,Active
L005874,C009492,Silver,4439,2026-06-21,Active
L005875,C000369,Platinum,7842,2025-04-15,Active
L005876,C001152,Silver,8107,2026-03-21,Active
L005877,C007753,Gold,8044,2026-01-28,Active
L005878,C006359,Silver,5337,2026-06-30,Active
L005879,C005913,Gold,1828,2023-11-19,Inactive
L005880,C006508,Platinum,4659,2025-08-04,Inactive
L005881,C007526,Gold,4436,2025-09-16,Active
L005882,C004161,Silver,6295,2026-05-09,Active
L005883,C004288,Platinum,3261,2022-07-06,Active
L005884,C007776,Bronze,357,2025-08-28,Active
L005885,C006715,Bronze,3867,2025-08-31,Active
L005886,C000175,Platinum,7162,2026-03-13,Inactive
L005887,C001904,Platinum,3424,2026-04-22,Active
L005888,C001100,Bronze,4526,2024-11-25,Inactive
L005889,C008115,Bronze,1931,2023-09-28,Active
L005890,C003409,Silver,43,2026-03-11,Active
L005891,C001539,Silver,9792,2026-06-18,Inactive
L005892,C002293,Silver,7460,2024-02-01,Active
L005893,C009301,Bronze,7904,2025-02-11,Active
L005894,C001364,Gold,484,2025-05-09,Inactive
L005895,C007189,Platinum,2604,2025-02-07,Inactive
L005896,C006628,Gold,5623,2025-11-29,Active
L005897,C005261,Gold,5509,2026-05-03,Active
L005898,C006816,Platinum,6508,2026-05-12,Active
L005899,C009462,Gold,5404,2025-03-23,Active
L005900,C000681,Gold,324,2025-09-21,Active
L005901,C009316,Platinum,6936,2026-01-19,Active
L005902,C009299,Platinum,7971,2024-03-07,Active
L005903,C003665,Platinum,6474,2024-06-26,Active
L005904,C001662,Silver,6481,2026-06-19,Active
L005905,C000509,Bronze,2272,2024-09-07,Active
L005906,C000167,Silver,9647,2024-01-17,Active
L005907,C005498,Platinum,3620,2022-11-08,Active
L005908,C008300,Gold,5679,2025-08-26,Active
L005909,C001007,Gold,658,2022-06-19,Active
L005910,C009740,Gold,3126,2025-03-19,Active
L005911,C001915,Silver,1096,2026-02-01,Active
L005912,C003495,Bronze,4386,2025-12-15,Active
L005913,C009634,Gold,2354,2025-06-09,Active
L005914,C009751,Gold,9926,2026-05-15,Active
L005915,C006445,Platinum,2630,2025-05-16,Active
L005916,C004991,Platinum,517,2026-03-29,Active
L005917,C002537,Bronze,9801,2026-06-28,Inactive
L005918,C001105,Silver,1863,2026-04-24,Inactive
L005919,C003876,Platinum,3934,2025-05-16,Active
L005920,C007524,Platinum,5402,2026-06-15,Inactive
L005921,C001753,Bronze,7403,2024-08-31,Active
L005922,C005311,Platinum,7328,2023-10-05,Active
L005923,C007297,Platinum,3356,2026-05-24,Active
L005924,C002917,Gold,4644,2026-04-03,Active
L005925,C008975,Gold,9041,2026-02-26,Active
L005926,C005755,Gold,6337,2025-06-24,Active
L005927,C000153,Gold,7448,2026-04-22,Inactive
L005928,C007691,Platinum,70,2024-07-03,Active
L005929,C005680,Silver,7582,2026-05-19,Inactive
L005930,C003908,Platinum,5996,2021-12-25,Active
L005931,C009136,Gold,7343,2026-03-08,Active
L005932,C002553,Bronze,7709,2023-10-12,Inactive
L005933,C002774,Silver,7973,2026-06-02,Active
L005934,C006099,Silver,1099,2025-04-26,Active
L005935,C003552,Platinum,7481,2023-03-07,Active
L005936,C003723,Bronze,6560,2026-03-15,Active
L005937,C009871,Silver,4116,2026-04-08,Active
L005938,C000521,Gold,2741,2025-11-20,Inactive
L005939,C008034,Platinum,1107,2025-03-10,Active
L005940,C004539,Silver,4672,2026-04-30,Active
L005941,C006779,Bronze,8690,2026-04-20,Active
L005942,C001823,Gold,710,2024-08-18,Active
L005943,C004087,Gold,9841,2024-07-02,Active
L005944,C006149,Bronze,7335,2024-04-04,Active
L005945,C008743,Platinum,7121,2026-06-11,Active
L005946,C009473,Bronze,2233,2022-01-02,Inactive
L005947,C007742,Platinum,42,2022-12-15,Inactive
L005948,C000310,Gold,9422,2026-05-27,Active
L005949,C007721,Silver,6902,2025-10-27,Active
L005950,C008223,Bronze,5405,2024-04-19,Inactive
L005951,C008657,Bronze,6989,2023-10-21,Inactive
L005952,C003600,Silver,9799,2026-03-02,Active
L005953,C003623,Silver,7233,2026-07-02,Inactive
L005954,C003812,Bronze,7449,2026-02-22,Inactive
L005955,C003451,Platinum,3500,2025-05-19,Active
L005956,C004592,Silver,7556,2023-08-03,Active
L005957,C000206,Platinum,9378,2026-06-02,Active
L005958,C009841,Bronze,9375,2026-01-15,Active
L005959,C001136,Gold,9277,2025-04-26,Active
L005960,C009385,Gold,5485,2026-02-10,Active
L005961,C002750,Silver,2145,2026-04-06,Active
L005962,C003614,Gold,6555,2026-01-05,Inactive
L005963,C000306,Gold,108,2024-09-08,Active
L005964,C001850,Gold,1649,2025-09-03,Inactive
L005965,C007670,Silver,1637,2024-09-16,Active
L005966,C001989,Silver,8483,2025-12-20,Active
L005967,C003241,Bronze,1872,2025-09-21,Inactive
L005968,C002799,Platinum,2675,2023-11-17,Inactive
L005969,C004516,Platinum,7822,2024-07-26,Inactive
L005970,C005631,Silver,212,2024-09-30,Active
L005971,C009373,Silver,9433,2025-12-26,Active
L005972,C003110,Gold,4355,2026-05-16,Active
L005973,C004940,Platinum,3901,2026-01-12,Active
L005974,C004060,Bronze,3086,2026-03-26,Active
L005975,C001988,Silver,3744,2025-04-27,Active
L005976,C007158,Silver,2638,2023-12-11,Active
L005977,C008875,Platinum,8673,2023-09-19,Active
L005978,C006614,Platinum,5909,2025-12-22,Active
L005979,C000384,Silver,2963,2024-11-22,Inactive
L005980,C005635,Gold,2883,2024-11-16,Active
L005981,C004308,Silver,4749,2026-03-20,Inactive
L005982,C003389,Bronze,955,2026-03-29,Active
L005983,C003157,Platinum,3817,2026-03-20,Active
L005984,C009996,Platinum,9801,2026-06-29,Inactive
L005985,C002728,Gold,7852,2026-01-14,Active
L005986,C006334,Bronze,3225,2025-01-25,Active
L005987,C009900,Silver,2797,2024-04-20,Inactive
L005988,C008752,Platinum,6535,2026-05-24,Active
L005989,C008303,Platinum,4561,2025-02-05,Active
L005990,C006038,Bronze,4497,2026-05-24,Active
L005991,C003833,Platinum,6874,2024-03-04,Inactive
L005992,C008918,Platinum,4973,2024-12-16,Active
L005993,C004777,Platinum,5568,2025-03-16,Active
L005994,C004277,Platinum,5243,2025-08-06,Inactive
L005995,C000254,Platinum,3681,2025-08-09,Active
L005996,C007896,Bronze,5820,2025-07-05,Active
L005997,C009591,Gold,6894,2026-06-25,Active
L005998,C007289,Silver,5048,2023-03-08,Active
L005999,C000279,Silver,2912,2026-07-01,Active
L006000,C003253,Bronze,9889,2025-05-16,Active
L006001,C002481,Platinum,3562,2026-04-29,Active
L006002,C000290,Bronze,959,2025-03-11,Active
L006003,C006087,Platinum,7898,2025-06-13,Active
L006004,C003076,Platinum,7985,2026-05-24,Inactive
L006005,C008124,Gold,2074,2026-04-16,Active
L006006,C007599,Gold,5714,2025-12-13,Inactive
L006007,C006404,Platinum,3526,2022-02-16,Active
L006008,C005090,Platinum,5493,2025-12-24,Active
L006009,C007284,Bronze,9540,2024-05-17,Inactive
L006010,C009718,Silver,9224,2024-05-15,Active
L006011,C008403,Platinum,7449,2024-09-08,Active
L006012,C006122,Gold,5789,2022-12-08,Active
L006013,C007755,Gold,6320,2025-03-14,Inactive
L006014,C000271,Silver,9020,2026-05-22,Active
L006015,C006010,Silver,784,2025-09-15,Active
L006016,C004571,Bronze,576,2025-09-14,Active
L006017,C009117,Gold,6656,2026-07-06,Inactive
L006018,C009804,Platinum,2212,2026-01-23,Inactive
L006019,C002972,Bronze,9111,2025-09-25,Active
L006020,C006194,Platinum,6706,2025-10-07,Inactive
L006021,C008769,Platinum,4449,2025-11-17,Active
L006022,C004208,Platinum,8018,2025-07-30,Active
L006023,C003219,Platinum,5004,2026-05-31,Inactive
L006024,C001392,Gold,9173,2026-06-24,Inactive
L006025,C003976,Bronze,695,2023-11-12,Active
L006026,C004317,Silver,6376,2026-06-24,Inactive
L006027,C007960,Silver,4542,2025-12-15,Active
L006028,C007345,Bronze,2614,2023-11-08,Active
L006029,C007449,Bronze,5689,2025-11-01,Active
L006030,C000084,Platinum,9992,2025-01-20,Inactive
L006031,C000874,Bronze,6894,2024-07-24,Active
L006032,C009606,Platinum,5295,2024-04-04,Active
L006033,C007636,Silver,3076,2024-12-03,Inactive
L006034,C004558,Silver,1512,2024-08-02,Active
L006035,C004501,Bronze,505,2026-01-13,Active
L006036,C004648,Platinum,496,2025-12-09,Inactive
L006037,C002039,Gold,7263,2024-05-17,Inactive
L006038,C009695,Bronze,9996,2023-02-04,Active
L006039,C006910,Gold,972,2024-07-15,Active
L006040,C002451,Silver,8357,2023-09-10,Active
L006041,C003955,Platinum,2467,2024-02-03,Active
L006042,C002330,Bronze,8562,2025-07-30,Active
L006043,C009125,Gold,4098,2023-09-27,Active
L006044,C007045,Silver,4605,2026-01-02,Active
L006045,C005043,Bronze,7998,2024-11-16,Active
L006046,C009365,Platinum,5144,2023-03-01,Active
L006047,C004747,Gold,6771,2026-06-24,Active
L006048,C009368,Silver,1610,2025-07-07,Inactive
L006049,C009403,Platinum,5050,2024-05-16,Active
L006050,C006492,Bronze,1851,2025-07-28,Inactive
L006051,C006638,Bronze,3684,2025-05-30,Active
L006052,C007226,Platinum,9970,2025-02-20,Inactive
L006053,C002402,Platinum,7541,2026-05-19,Active
L006054,C005521,Gold,7216,2026-06-28,Active
L006055,C001217,Gold,8885,2025-06-10,Active
L006056,C008696,Platinum,7072,2026-05-01,Active
L006057,C006021,Bronze,2643,2024-07-12,Inactive
L006058,C006866,Bronze,6109,2024-11-28,Active
L006059,C001065,Bronze,8655,2025-07-28,Inactive
L006060,C003787,Bronze,5082,2026-05-25,Active
L006061,C004411,Bronze,8043,2026-01-17,Active
L006062,C006860,Silver,373,2026-01-16,Inactive
L006063,C006761,Gold,3486,2025-03-04,Active
L006064,C005524,Bronze,748,2026-02-05,Inactive
L006065,C005997,Silver,8707,2025-05-01,Active
L006066,C008834,Platinum,2103,2025-06-18,Active
L006067,C005889,Silver,8507,2024-11-17,Inactive
L006068,C002162,Platinum,9359,2025-06-07,Active
L006069,C003009,Gold,2631,2024-09-22,Active
L006070,C001106,Bronze,8955,2026-05-25,Active
L006071,C006655,Silver,9605,2025-10-24,Active
L006072,C000693,Bronze,6398,2025-09-14,Active
L006073,C009958,Platinum,3823,2026-06-14,Active
L006074,C004957,Bronze,3746,2023-11-09,Active
L006075,C006598,Gold,1556,2025-10-30,Active
L006076,C008481,Platinum,2979,2026-05-21,Active
L006077,C004370,Platinum,6454,2026-04-01,Active
L006078,C002766,Gold,6906,2023-12-10,Active
L006079,C003930,Platinum,129,2023-07-31,Active
L006080,C007135,Silver,6938,2025-02-12,Active
L006081,C008736,Silver,8344,2026-06-20,Active
L006082,C007531,Platinum,4617,2025-01-05,Active
L006083,C007529,Gold,6915,2026-01-25,Inactive
L006084,C000629,Platinum,6808,2026-06-03,Inactive
L006085,C002452,Bronze,115,2026-05-22,Active
L006086,C006240,Bronze,7707,2026-06-25,Inactive
L006087,C007013,Gold,4457,2024-07-13,Active
L006088,C003825,Bronze,1300,2026-06-24,Inactive
L006089,C008978,Platinum,5791,2023-11-13,Active
L006090,C002653,Silver,9912,2023-09-05,Active
L006091,C009108,Platinum,1604,2023-09-10,Active
L006092,C003744,Gold,9488,2026-03-31,Active
L006093,C002177,Gold,518,2025-12-14,Active
L006094,C009907,Gold,1935,2025-10-23,Active
L006095,C009264,Bronze,5193,2026-06-22,Active
L006096,C003319,Bronze,3159,2025-07-28,Active
L006097,C006344,Gold,4734,2024-12-21,Active
L006098,C002788,Silver,5547,2026-04-30,Active
L006099,C004106,Platinum,4835,2025-11-25,Active
L006100,C006356,Platinum,9986,2026-06-27,Active
L006101,C001677,Bronze,9995,2024-10-24,Active
L006102,C003948,Silver,1086,2024-11-30,Active
L006103,C004445,Silver,7454,2026-01-03,Inactive
L006104,C002937,Bronze,796,2023-12-02,Inactive
L006105,C009006,Bronze,2370,2025-02-25,Active
L006106,C007767,Silver,5617,2025-11-15,Active
L006107,C005723,Platinum,5872,2024-03-14,Active
L006108,C007442,Bronze,5545,2023-04-25,Active
L006109,C002504,Platinum,8322,2025-10-17,Active
L006110,C008483,Silver,7109,2022-12-03,Inactive
L006111,C002370,Bronze,6190,2025-07-19,Active
L006112,C004968,Silver,7759,2026-06-17,Inactive
L006113,C005884,Platinum,9217,2025-12-05,Inactive
L006114,C002218,Gold,3240,2025-03-04,Active
L006115,C005848,Bronze,4924,2025-09-30,Active
L006116,C002219,Platinum,1103,2025-09-29,Active
L006117,C003327,Silver,3005,2026-03-22,Active
L006118,C006734,Platinum,5584,2025-03-17,Inactive
L006119,C003584,Bronze,1566,2022-08-19,Active
L006120,C009825,Gold,2626,2024-06-13,Active
L006121,C003620,Gold,9826,2023-08-22,Active
L006122,C007708,Bronze,4470,2025-10-25,Active
L006123,C006433,Gold,4581,2025-10-26,Inactive
L006124,C003116,Bronze,3846,2024-09-06,Active
L006125,C000086,Bronze,26,2026-04-26,Active
L006126,C005974,Platinum,4671,2025-06-12,Active
L006127,C002802,Bronze,4888,2023-06-27,Active
L006128,C003672,Silver,625,2023-09-08,Active
L006129,C003668,Silver,4303,2025-09-05,Active
L006130,C009795,Silver,9778,2024-06-01,Active
L006131,C005159,Silver,6565,2025-04-23,Active
L006132,C005726,Gold,5289,2023-08-11,Active
L006133,C004591,Gold,9641,2024-08-21,Inactive
L006134,C002020,Bronze,2815,2026-01-15,Active
L006135,C007832,Platinum,8090,2025-10-12,Inactive
L006136,C002526,Bronze,6452,2023-11-24,Active
L006137,C008287,Silver,5971,2025-08-22,Active
L006138,C009207,Silver,9548,2025-07-22,Active
L006139,C003213,Gold,6706,2025-07-11,Active
L006140,C000520,Gold,2240,2025-12-03,Active
L006141,C005367,Bronze,5419,2023-03-18,Active
L006142,C006763,Bronze,5844,2026-01-15,Active
L006143,C002896,Bronze,4529,2026-03-24,Active
L006144,C000245,Bronze,3916,2022-01-19,Active
L006145,C005931,Bronze,1546,2025-03-13,Active
L006146,C004715,Silver,9711,2026-06-23,Active
L006147,C009568,Platinum,2659,2025-10-06,Active
L006148,C003426,Bronze,2267,2025-03-08,Active
L006149,C006932,Gold,493,2024-08-02,Active
L006150,C006721,Bronze,417,2024-07-25,Inactive
L006151,C007411,Silver,24,2024-03-07,Active
L006152,C006178,Platinum,8293,2025-01-19,Active
L006153,C007251,Silver,7157,2026-04-21,Inactive
L006154,C005510,Gold,8586,2026-04-18,Inactive
L006155,C002002,Platinum,1,2025-11-12,Active
L006156,C000886,Silver,4569,2025-09-17,Active
L006157,C000870,Silver,6045,2024-09-01,Active
L006158,C009689,Platinum,6548,2023-05-19,Inactive
L006159,C005721,Gold,3859,2025-05-23,Active
L006160,C000357,Gold,5111,2024-10-14,Active
L006161,C009908,Bronze,6146,2026-05-07,Active
L006162,C005452,Gold,615,2023-09-17,Inactive
L006163,C008194,Platinum,5996,2025-11-22,Active
L006164,C006439,Silver,961,2026-05-09,Inactive
L006165,C007705,Silver,9467,2026-01-18,Inactive
L006166,C001276,Bronze,924,2026-06-09,Active
L006167,C001891,Platinum,8521,2025-09-08,Active
L006168,C008687,Silver,3697,2025-03-17,Active
L006169,C006569,Bronze,6112,2024-09-15,Active
L006170,C009624,Platinum,8954,2024-05-17,Active
L006171,C003564,Gold,3648,2026-04-26,Active
L006172,C005788,Bronze,4053,2024-03-13,Active
L006173,C004959,Platinum,2776,2026-04-11,Inactive
L006174,C001547,Bronze,3680,2025-05-22,Inactive
L006175,C002381,Gold,4029,2026-01-03,Active
L006176,C003824,Gold,9941,2026-03-11,Active
L006177,C003233,Platinum,9589,2023-12-02,Active
L006178,C008400,Bronze,3564,2026-06-01,Active
L006179,C003307,Gold,7238,2026-01-19,Active
L006180,C000493,Platinum,9864,2023-07-08,Active
L006181,C003500,Silver,1269,2024-06-04,Active
L006182,C006665,Bronze,4897,2022-05-28,Active
L006183,C001117,Silver,1879,2023-01-30,Active
L006184,C005638,Gold,7437,2026-03-19,Inactive
L006185,C008775,Gold,3277,2022-02-21,Inactive
L006186,C006147,Gold,2256,2025-07-24,Active
L006187,C009868,Silver,4205,2026-04-19,Active
L006188,C008776,Bronze,326,2025-01-04,Active
L006189,C006708,Platinum,1419,2024-09-12,Active
L006190,C009949,Platinum,9260,2025-12-20,Inactive
L006191,C007966,Silver,358,2025-12-21,Active
L006192,C003646,Platinum,6082,2026-06-02,Inactive
L006193,C002501,Gold,9326,2023-10-01,Active
L006194,C005678,Bronze,6121,2024-11-11,Active
L006195,C005242,Silver,579,2025-09-04,Active
L006196,C006519,Platinum,4015,2025-05-16,Inactive
L006197,C002784,Gold,8468,2022-05-11,Active
L006198,C006159,Platinum,2383,2026-05-05,Active
L006199,C003810,Bronze,740,2023-12-12,Active
L006200,C009429,Bronze,9472,2021-09-10,Active
L006201,C009525,Bronze,6995,2025-02-22,Active
L006202,C008600,Silver,848,2025-01-07,Inactive
L006203,C001697,Platinum,3082,2026-07-01,Active
L006204,C005686,Silver,2857,2026-06-21,Inactive
L006205,C008368,Gold,5708,2026-05-30,Active
L006206,C005940,Platinum,8163,2026-03-01,Active
L006207,C002053,Silver,5311,2024-09-04,Inactive
L006208,C001777,Bronze,2198,2025-08-20,Active
L006209,C006561,Gold,347,2026-05-11,Active
L006210,C003314,Bronze,5709,2025-03-05,Active
L006211,C004782,Silver,1265,2026-04-17,Inactive
L006212,C008539,Platinum,4583,2026-05-12,Active
L006213,C006782,Platinum,5471,2024-11-20,Inactive
L006214,C001593,Silver,2280,2026-04-14,Active
