preference_id,customer_id,email_opt_in,sms_opt_in,preferred_language,preferred_channel,last_updated_date
PR008039,C008039,True,False,English,Email,2025-05-02
PR008040,C008040,True,True,English,Email,2025-06-29
PR008041,C008041,True,False,English,SMS,2026-04-05
PR008042,C008042,True,True,Spanish,Email,2023-10-03
PR008043,C008043,False,False,English,Email,2026-07-04
PR008044,C008044,True,False,English,Email,2026-01-17
PR008045,C008045,False,True,English,Mobile App,2025-07-11
PR008046,C008046,False,True,English,None,2024-03-29
PR008047,C008047,True,False,English,Email,2025-04-02
PR008048,C008048,True,False,English,Email,2026-05-17
PR008049,C008049,True,True,English,Mobile App,2024-10-29
PR008050,C008050,False,True,English,Email,2025-07-25
PR008051,C008051,False,True,English,None,2025-12-30
PR008052,C008052,False,False,Spanish,SMS,2026-02-04
PR008053,C008053,True,True,Spanish,None,2025-08-01
PR008054,C008054,True,True,Spanish,Email,2023-04-04
PR008055,C008055,True,True,English,SMS,2024-07-20
PR008056,C008056,True,True,Spanish,Mobile App,2025-02-05
PR008057,C008057,False,True,English,SMS,2023-10-13
PR008058,C008058,True,True,English,SMS,2026-03-10
PR008059,C008059,False,True,English,None,2026-05-13
PR008060,C008060,True,False,English,None,2026-02-19
PR008061,C008061,True,True,Spanish,None,2025-03-01
PR008062,C008062,True,True,English,Mobile App,2025-10-06
PR008063,C008063,True,False,English,Email,2024-06-06
PR008064,C008064,True,True,Spanish,Mobile App,2026-06-11
PR008065,C008065,True,True,Spanish,Mobile App,2025-06-27
PR008066,C008066,True,True,English,None,2023-06-11
PR008067,C008067,True,False,English,Email,2026-06-24
PR008068,C008068,False,True,English,Email,2026-03-13
PR008069,C008069,False,False,English,Email,2025-02-12
PR008070,C008070,True,True,English,SMS,2023-09-09
PR008071,C008071,True,True,English,None,2024-04-10
PR008072,C008072,False,False,English,SMS,2025-09-18
PR008073,C008073,True,True,English,Mobile App,2026-06-29
PR008074,C008074,True,True,Spanish,Email,2025-01-25
PR008075,C008075,False,True,English,Mobile App,2025-02-15
PR008076,C008076,True,True,Spanish,SMS,2025-09-08
PR008077,C008077,True,True,English,Mobile App,2024-12-15
PR008078,C008078,True,True,English,Email,2023-12-29
PR008079,C008079,True,True,English,None,2026-03-16
PR008080,C008080,True,False,English,Mobile App,2024-01-02
PR008081,C008081,False,True,English,Mobile App,2025-04-21
PR008082,C008082,True,True,English,Mobile App,2026-06-21
PR008083,C008083,True,True,English,None,2025-11-26
PR008084,C008084,True,True,Spanish,Email,2026-07-07
PR008085,C008085,True,True,English,None,2024-12-22
PR008086,C008086,False,False,English,Mobile App,2026-02-14
PR008087,C008087,False,False,Spanish,Mobile App,2026-03-06
PR008088,C008088,True,False,Spanish,Mobile App,2024-11-02
PR008089,C008089,False,True,Spanish,None,2024-08-08
PR008090,C008090,False,True,English,Mobile App,2025-11-06
PR008091,C008091,False,False,English,Mobile App,2025-10-19
PR008092,C008092,False,True,English,SMS,2025-06-29
PR008093,C008093,True,False,English,Email,2024-07-09
PR008094,C008094,True,True,Spanish,SMS,2024-04-01
PR008095,C008095,True,False,Spanish,SMS,2026-02-28
PR008096,C008096,False,True,English,SMS,2026-04-17
PR008097,C008097,True,False,English,Email,2026-06-24
PR008098,C008098,True,False,English,Email,2023-06-17
PR008099,C008099,False,False,English,SMS,2024-03-12
PR008100,C008100,True,False,English,Mobile App,2025-11-08
PR008101,C008101,True,False,English,None,2025-08-29
PR008102,C008102,True,False,Spanish,None,2025-03-05
PR008103,C008103,True,True,Spanish,None,2024-04-06
PR008104,C008104,True,False,Spanish,SMS,2026-04-17
PR008105,C008105,True,True,English,SMS,2026-06-23
PR008106,C008106,True,False,Spanish,SMS,2025-11-23
PR008107,C008107,True,False,English,Email,2025-12-10
PR008108,C008108,True,True,Spanish,Email,2026-06-02
PR008109,C008109,True,False,English,Mobile App,2026-05-25
PR008110,C008110,False,False,English,None,2023-04-21
PR008111,C008111,True,True,Spanish,Email,2024-11-25
PR008112,C008112,True,True,English,Email,2025-09-22
PR008113,C008113,True,False,English,Email,2025-07-09
PR008114,C008114,True,False,English,SMS,2025-04-08
PR008115,C008115,True,True,English,Mobile App,2026-07-06
PR008116,C008116,False,True,English,SMS,2026-04-01
PR008117,C008117,True,True,Spanish,Email,2026-05-29
PR008118,C008118,True,False,Spanish,None,2026-01-23
PR008119,C008119,True,True,Spanish,Mobile App,2025-08-13
PR008120,C008120,False,True,Spanish,Mobile App,2026-04-02
PR008121,C008121,True,True,English,Email,2026-03-04
PR008122,C008122,True,True,English,Mobile App,2022-12-17
PR008123,C008123,False,True,English,Mobile App,2022-09-28
PR008124,C008124,True,True,English,SMS,2026-06-29
PR008125,C008125,True,False,English,None,2026-05-30
PR008126,C008126,True,True,English,None,2025-12-06
PR008127,C008127,False,False,English,Email,2026-04-19
PR008128,C008128,True,False,English,Email,2024-07-03
PR008129,C008129,True,False,English,SMS,2026-04-19
PR008130,C008130,False,False,English,SMS,2025-11-20
PR008131,C008131,False,True,Spanish,Mobile App,2023-12-01
PR008132,C008132,True,True,English,SMS,2026-06-12
PR008133,C008133,True,True,Spanish,SMS,2025-08-08
PR008134,C008134,False,True,English,SMS,2026-01-11
PR008135,C008135,True,False,English,SMS,2025-11-06
PR008136,C008136,True,True,English,SMS,2026-07-06
PR008137,C008137,True,True,English,SMS,2025-07-02
PR008138,C008138,True,True,English,SMS,2024-10-08
PR008139,C008139,True,False,Spanish,None,2026-06-11
PR008140,C008140,True,True,English,SMS,2025-10-30
PR008141,C008141,True,True,Spanish,SMS,2026-03-22
PR008142,C008142,True,True,English,SMS,2024-07-15
PR008143,C008143,True,True,Spanish,Mobile App,2025-02-04
PR008144,C008144,True,False,English,Mobile App,2024-10-15
PR008145,C008145,True,False,English,Email,2026-04-03
PR008146,C008146,True,True,Spanish,SMS,2024-05-01
PR008147,C008147,False,True,Spanish,Mobile App,2024-04-02
PR008148,C008148,True,True,Spanish,Email,2024-04-09
PR008149,C008149,True,True,English,Mobile App,2026-07-01
PR008150,C008150,True,True,Spanish,SMS,2024-06-05
PR008151,C008151,True,True,English,Email,2026-05-23
PR008152,C008152,True,True,English,Mobile App,2025-06-05
PR008153,C008153,False,True,Spanish,Mobile App,2024-11-14
PR008154,C008154,True,True,English,None,2025-07-09
PR008155,C008155,True,True,English,Email,2026-07-05
PR008156,C008156,True,True,English,SMS,2024-01-12
PR008157,C008157,True,False,English,Mobile App,2023-11-06
PR008158,C008158,False,True,English,Email,2026-06-01
PR008159,C008159,False,False,English,Mobile App,2025-06-21
PR008160,C008160,True,False,English,Email,2024-06-30
PR008161,C008161,True,True,Spanish,Email,2026-01-07
PR008162,C008162,True,True,English,None,2025-06-25
PR008163,C008163,False,True,English,Email,2021-11-13
PR008164,C008164,True,True,English,SMS,2024-09-04
PR008165,C008165,True,False,English,SMS,2025-11-04
PR008166,C008166,False,True,English,SMS,2025-11-16
PR008167,C008167,True,True,English,SMS,2026-01-31
PR008168,C008168,True,True,English,None,2024-04-25
PR008169,C008169,False,True,English,Mobile App,2025-06-18
PR008170,C008170,True,False,English,Email,2026-04-26
PR008171,C008171,True,False,English,Mobile App,2023-02-16
PR008172,C008172,True,True,English,Email,2024-07-18
PR008173,C008173,True,True,Spanish,Mobile App,2025-04-12
PR008174,C008174,False,True,English,Mobile App,2025-09-28
PR008175,C008175,True,False,English,Email,2026-01-15
PR008176,C008176,True,False,English,Mobile App,2026-01-18
PR008177,C008177,True,False,English,SMS,2025-12-05
PR008178,C008178,True,True,Spanish,Mobile App,2025-06-23
PR008179,C008179,True,True,English,None,2026-02-27
PR008180,C008180,True,True,English,SMS,2026-05-25
PR008181,C008181,True,True,English,Email,2026-04-08
PR008182,C008182,True,True,English,Mobile App,2025-09-09
PR008183,C008183,True,True,English,Email,2023-08-10
PR008184,C008184,True,True,English,Email,2024-12-01
PR008185,C008185,True,False,English,None,2026-03-10
PR008186,C008186,True,True,Spanish,SMS,2024-11-16
PR008187,C008187,True,False,English,Mobile App,2026-06-05
PR008188,C008188,True,False,English,Email,2025-08-27
PR008189,C008189,True,True,Spanish,Email,2026-03-30
PR008190,C008190,True,True,Spanish,Mobile App,2026-06-26
PR008191,C008191,True,True,English,Email,2026-03-26
PR008192,C008192,True,True,English,SMS,2024-07-19
PR008193,C008193,True,True,English,Mobile App,2023-08-21
PR008194,C008194,False,True,English,SMS,2023-02-13
PR008195,C008195,True,True,English,None,2025-12-25
PR008196,C008196,True,False,Spanish,SMS,2026-03-15
PR008197,C008197,False,False,English,SMS,2024-05-13
PR008198,C008198,True,True,English,Mobile App,2026-06-11
PR008199,C008199,True,True,English,None,2025-06-19
PR008200,C008200,True,True,English,None,2026-06-28
PR008201,C008201,False,True,English,Mobile App,2025-01-27
PR008202,C008202,False,False,English,SMS,2026-03-24
PR008203,C008203,True,True,English,SMS,2026-07-06
PR008204,C008204,True,False,English,Email,2025-07-17
PR008205,C008205,False,True,Spanish,Email,2023-09-30
PR008206,C008206,True,False,English,Email,2025-09-25
PR008207,C008207,True,True,English,Mobile App,2025-08-08
PR008208,C008208,False,True,English,Email,2023-03-21
PR008209,C008209,False,True,Spanish,None,2024-09-14
PR008210,C008210,True,True,English,Mobile App,2025-09-28
PR008211,C008211,True,True,English,Mobile App,2023-06-12
PR008212,C008212,False,False,English,Mobile App,2026-06-20
PR008213,C008213,True,True,Spanish,Mobile App,2025-10-01
PR008214,C008214,True,True,English,Mobile App,2026-02-09
PR008215,C008215,False,False,English,Email,2025-07-23
PR008216,C008216,True,False,English,Email,2024-08-02
PR008217,C008217,True,False,English,Mobile App,2024-12-07
PR008218,C008218,True,True,Spanish,Email,2026-04-13
PR008219,C008219,True,True,English,SMS,2025-04-18
PR008220,C008220,False,True,English,Mobile App,2025-07-11
PR008221,C008221,True,True,Spanish,Email,2026-01-29
PR008222,C008222,True,False,English,Mobile App,2025-07-12
PR008223,C008223,True,True,Spanish,None,2024-03-21
PR008224,C008224,True,True,English,SMS,2026-06-16
PR008225,C008225,False,True,English,SMS,2025-05-23
PR008226,C008226,True,False,Spanish,None,2026-02-02
PR008227,C008227,True,True,English,SMS,2026-06-14
PR008228,C008228,True,False,Spanish,Mobile App,2025-10-23
PR008229,C008229,False,True,English,Email,2025-07-17
PR008230,C008230,True,True,English,Mobile App,2023-06-03
PR008231,C008231,True,True,English,None,2025-08-27
PR008232,C008232,True,True,English,SMS,2024-12-17
PR008233,C008233,True,True,Spanish,Email,2025-10-20
PR008234,C008234,False,True,Spanish,SMS,2026-05-02
PR008235,C008235,True,False,English,Email,2024-12-15
PR008236,C008236,True,True,English,Email,2024-07-19
PR008237,C008237,True,False,English,SMS,2025-09-04
PR008238,C008238,True,False,English,Email,2024-03-07
PR008239,C008239,True,True,Spanish,None,2026-04-04
PR008240,C008240,True,True,English,Mobile App,2024-10-21
PR008241,C008241,True,False,English,Mobile App,2024-04-19
PR008242,C008242,True,False,Spanish,Email,2022-08-13
PR008243,C008243,False,False,Spanish,SMS,2024-08-20
PR008244,C008244,False,True,English,Email,2025-07-01
PR008245,C008245,True,False,Spanish,None,2026-06-29
PR008246,C008246,True,True,Spanish,Email,2025-04-29
PR008247,C008247,True,False,English,Mobile App,2024-08-16
PR008248,C008248,True,True,English,Mobile App,2026-02-19
PR008249,C008249,False,False,English,Mobile App,2023-05-06
PR008250,C008250,False,True,English,Mobile App,2026-06-08
PR008251,C008251,False,False,English,None,2025-08-06
PR008252,C008252,True,False,Spanish,SMS,2026-07-07
PR008253,C008253,True,True,English,SMS,2025-11-05
PR008254,C008254,True,True,English,Mobile App,2024-02-01
PR008255,C008255,True,False,Spanish,Mobile App,2026-07-02
PR008256,C008256,False,True,English,SMS,2026-06-02
PR008257,C008257,True,True,English,None,2025-06-22
PR008258,C008258,True,True,Spanish,Email,2025-03-10
PR008259,C008259,True,True,English,Email,2023-11-27
PR008260,C008260,True,True,Spanish,Mobile App,2026-03-19
PR008261,C008261,True,True,Spanish,None,2026-01-06
PR008262,C008262,True,False,Spanish,SMS,2025-11-04
PR008263,C008263,False,True,English,SMS,2025-04-15
PR008264,C008264,True,True,Spanish,SMS,2025-07-26
PR008265,C008265,True,True,English,None,2024-07-13
PR008266,C008266,True,True,English,SMS,2025-10-22
PR008267,C008267,True,True,English,SMS,2024-09-09
PR008268,C008268,False,True,English,Mobile App,2024-08-15
PR008269,C008269,True,False,Spanish,Mobile App,2025-11-15
PR008270,C008270,True,True,Spanish,Email,2022-11-26
PR008271,C008271,True,False,Spanish,SMS,2024-01-02
PR008272,C008272,True,True,English,Mobile App,2025-03-19
PR008273,C008273,True,True,English,None,2026-04-05
PR008274,C008274,False,True,Spanish,None,2026-05-05
PR008275,C008275,False,True,English,Mobile App,2026-02-02
PR008276,C008276,True,True,English,Mobile App,2026-06-11
PR008277,C008277,False,False,English,SMS,2025-12-25
PR008278,C008278,True,False,English,None,2026-02-03
PR008279,C008279,True,False,English,Email,2026-01-16
PR008280,C008280,True,False,English,SMS,2025-07-31
PR008281,C008281,False,True,English,None,2025-08-19
PR008282,C008282,True,False,Spanish,SMS,2025-05-29
PR008283,C008283,False,True,English,Email,2026-01-21
PR008284,C008284,True,False,English,Email,2026-05-24
PR008285,C008285,False,False,English,Mobile App,2024-03-17
PR008286,C008286,True,False,English,Mobile App,2022-11-15
PR008287,C008287,True,False,English,Email,2023-08-01
PR008288,C008288,True,False,English,Mobile App,2026-07-06
PR008289,C008289,False,True,English,None,2023-07-21
PR008290,C008290,False,True,Spanish,SMS,2024-02-27
PR008291,C008291,True,False,English,Mobile App,2024-01-12
PR008292,C008292,False,True,Spanish,None,2024-08-29
PR008293,C008293,True,True,English,Mobile App,2025-03-11
PR008294,C008294,True,True,English,None,2024-03-05
PR008295,C008295,True,True,English,Email,2026-06-16
PR008296,C008296,True,False,English,Mobile App,2024-01-26
PR008297,C008297,True,True,Spanish,Mobile App,2026-03-28
PR008298,C008298,True,True,English,None,2026-04-13
PR008299,C008299,True,True,Spanish,SMS,2024-05-21
PR008300,C008300,False,False,English,SMS,2026-01-29
PR008301,C008301,True,True,English,SMS,2023-03-07
PR008302,C008302,False,False,Spanish,Mobile App,2025-02-07
PR008303,C008303,False,True,English,Mobile App,2026-06-14
PR008304,C008304,True,True,Spanish,Mobile App,2026-04-20
PR008305,C008305,True,True,English,None,2026-01-27
PR008306,C008306,True,False,English,Mobile App,2025-06-03
PR008307,C008307,True,True,English,SMS,2025-06-26
PR008308,C008308,True,True,English,SMS,2025-04-25
PR008309,C008309,False,True,English,SMS,2024-10-08
PR008310,C008310,True,True,English,Email,2026-02-08
PR008311,C008311,True,True,Spanish,Mobile App,2026-03-12
PR008312,C008312,True,True,Spanish,Mobile App,2026-06-24
PR008313,C008313,True,True,English,Email,2026-02-01
PR008314,C008314,True,False,English,Email,2026-07-05
PR008315,C008315,True,False,English,Mobile App,2024-10-13
PR008316,C008316,True,True,Spanish,Mobile App,2026-04-10
PR008317,C008317,True,True,English,Mobile App,2025-04-12
PR008318,C008318,True,True,English,Email,2026-06-25
PR008319,C008319,True,True,English,SMS,2023-03-20
PR008320,C008320,False,False,English,None,2022-01-18
PR008321,C008321,True,True,English,Mobile App,2026-04-11
PR008322,C008322,False,False,English,None,2026-06-12
PR008323,C008323,False,True,English,Mobile App,2025-10-04
PR008324,C008324,False,False,Spanish,Mobile App,2026-06-05
PR008325,C008325,True,True,English,SMS,2024-10-11
PR008326,C008326,True,False,English,SMS,2026-03-24
PR008327,C008327,True,False,English,None,2025-04-14
PR008328,C008328,False,True,English,None,2023-10-17
PR008329,C008329,True,False,English,None,2025-11-21
PR008330,C008330,True,True,Spanish,Email,2026-01-22
PR008331,C008331,True,True,English,Email,2025-06-06
PR008332,C008332,True,False,English,Email,2023-05-31
PR008333,C008333,True,True,English,Email,2025-11-29
PR008334,C008334,True,False,English,SMS,2026-05-24
PR008335,C008335,False,True,English,None,2024-07-15
PR008336,C008336,True,True,English,None,2026-02-12
PR008337,C008337,True,True,Spanish,SMS,2025-02-10
PR008338,C008338,False,True,English,Email,2026-07-02
PR008339,C008339,True,True,English,Mobile App,2025-12-13
PR008340,C008340,True,False,English,Mobile App,2026-04-02
PR008341,C008341,True,False,Spanish,Email,2026-05-23
PR008342,C008342,True,True,Spanish,Email,2026-04-12
PR008343,C008343,True,True,English,None,2026-04-04
PR008344,C008344,True,True,English,Email,2025-01-01
PR008345,C008345,True,True,English,Mobile App,2026-04-15
PR008346,C008346,True,True,English,Email,2026-06-08
PR008347,C008347,True,True,English,Mobile App,2024-05-17
PR008348,C008348,True,True,English,SMS,2026-03-09
PR008349,C008349,True,True,Spanish,None,2024-07-06
PR008350,C008350,True,True,English,None,2024-06-28
PR008351,C008351,True,False,Spanish,Email,2023-08-05
PR008352,C008352,True,True,English,None,2023-08-13
PR008353,C008353,True,False,English,Email,2025-09-14
PR008354,C008354,False,True,English,Email,2026-04-01
PR008355,C008355,True,False,English,SMS,2026-01-15
PR008356,C008356,True,True,English,Email,2023-04-08
PR008357,C008357,True,True,English,None,2024-08-12
PR008358,C008358,True,True,English,SMS,2025-11-07
PR008359,C008359,True,True,English,None,2026-06-13
PR008360,C008360,False,False,Spanish,Mobile App,2025-08-17
PR008361,C008361,True,True,English,SMS,2026-06-28
PR008362,C008362,True,True,English,Mobile App,2025-12-06
PR008363,C008363,True,True,Spanish,Email,2026-03-08
PR008364,C008364,True,True,English,SMS,2023-08-08
PR008365,C008365,True,True,Spanish,Mobile App,2026-03-19
PR008366,C008366,False,True,Spanish,SMS,2025-08-11
PR008367,C008367,True,True,English,Email,2026-07-03
PR008368,C008368,True,True,Spanish,None,2026-06-28
PR008369,C008369,True,True,Spanish,Email,2025-03-06
PR008370,C008370,True,False,English,Mobile App,2024-09-25
PR008371,C008371,True,True,English,Mobile App,2024-04-03
PR008372,C008372,False,True,English,SMS,2026-04-08
PR008373,C008373,True,True,Spanish,SMS,2025-12-18
PR008374,C008374,False,False,Spanish,Mobile App,2026-06-30
PR008375,C008375,True,True,English,SMS,2026-05-01
PR008376,C008376,False,True,English,Email,2025-02-17
PR008377,C008377,True,False,English,Email,2025-06-04
PR008378,C008378,False,True,English,SMS,2026-04-15
PR008379,C008379,True,False,English,Email,2024-08-24
PR008380,C008380,False,True,English,Mobile App,2025-09-10
PR008381,C008381,True,True,Spanish,SMS,2024-12-14
PR008382,C008382,False,True,Spanish,None,2025-06-24
PR008383,C008383,True,False,Spanish,None,2026-04-09
PR008384,C008384,True,True,English,SMS,2026-01-18
PR008385,C008385,True,True,Spanish,SMS,2026-04-21
PR008386,C008386,False,True,English,SMS,2025-05-13
PR008387,C008387,True,False,English,Email,2026-06-01
PR008388,C008388,True,True,English,None,2026-01-27
PR008389,C008389,False,True,English,Mobile App,2026-06-14
PR008390,C008390,True,True,English,Email,2023-03-24
PR008391,C008391,True,True,English,Mobile App,2026-07-05
PR008392,C008392,True,True,English,Email,2022-04-03
PR008393,C008393,True,True,English,SMS,2026-06-30
PR008394,C008394,True,True,English,Email,2023-10-21
PR008395,C008395,False,True,English,None,2023-02-17
PR008396,C008396,True,True,English,Email,2024-11-16
PR008397,C008397,False,True,English,SMS,2026-04-03
PR008398,C008398,True,True,English,SMS,2026-03-23
PR008399,C008399,True,False,Spanish,None,2022-08-19
PR008400,C008400,True,False,English,Mobile App,2025-10-29
PR008401,C008401,True,True,Spanish,SMS,2023-05-31
PR008402,C008402,True,True,English,Mobile App,2025-04-30
PR008403,C008403,True,True,Spanish,Email,2026-03-03
PR008404,C008404,True,True,English,Mobile App,2025-04-25
PR008405,C008405,False,True,English,Email,2025-01-30
PR008406,C008406,True,False,English,None,2026-05-31
PR008407,C008407,True,False,English,Mobile App,2024-09-21
PR008408,C008408,True,True,English,Mobile App,2026-05-22
PR008409,C008409,True,True,English,Email,2026-06-16
PR008410,C008410,False,True,English,Email,2025-05-08
PR008411,C008411,True,True,English,SMS,2025-12-23
PR008412,C008412,True,True,Spanish,Email,2024-11-08
PR008413,C008413,False,True,English,Email,2026-07-07
PR008414,C008414,False,True,English,None,2026-03-18
PR008415,C008415,True,True,English,Email,2025-08-22
PR008416,C008416,False,False,English,Email,2024-03-30
PR008417,C008417,True,False,English,None,2024-05-18
PR008418,C008418,False,True,English,Email,2024-11-04
PR008419,C008419,False,True,English,None,2026-01-06
PR008420,C008420,False,True,English,SMS,2026-03-31
PR008421,C008421,False,True,English,SMS,2025-12-21
PR008422,C008422,False,True,English,Mobile App,2025-09-24
PR008423,C008423,True,True,English,Email,2023-05-28
PR008424,C008424,True,False,English,SMS,2026-01-04
PR008425,C008425,True,True,English,Mobile App,2023-08-27
PR008426,C008426,False,True,English,None,2025-03-16
PR008427,C008427,True,True,Spanish,Mobile App,2025-05-21
PR008428,C008428,True,True,Spanish,SMS,2026-03-24
PR008429,C008429,True,False,Spanish,None,2024-08-27
PR008430,C008430,True,True,Spanish,SMS,2024-12-26
PR008431,C008431,False,True,English,None,2026-02-06
PR008432,C008432,True,True,English,None,2025-12-10
PR008433,C008433,True,False,English,SMS,2025-07-25
PR008434,C008434,True,True,English,Email,2025-08-15
PR008435,C008435,True,False,English,SMS,2026-03-21
PR008436,C008436,True,False,English,Email,2026-07-06
PR008437,C008437,True,True,English,SMS,2023-02-10
PR008438,C008438,True,True,English,Email,2024-04-01
PR008439,C008439,True,True,English,Mobile App,2025-05-02
PR008440,C008440,True,True,English,Mobile App,2024-02-28
PR008441,C008441,True,True,English,Mobile App,2025-06-13
PR008442,C008442,True,True,Spanish,SMS,2025-04-01
PR008443,C008443,False,True,English,None,2025-06-16
PR008444,C008444,True,False,English,SMS,2026-01-19
PR008445,C008445,True,True,English,SMS,2025-11-27
PR008446,C008446,True,True,English,Mobile App,2022-10-07
PR008447,C008447,False,True,Spanish,None,2026-01-06
PR008448,C008448,False,True,English,Mobile App,2023-03-22
PR008449,C008449,False,True,English,None,2025-04-17
PR008450,C008450,True,False,English,SMS,2025-08-13
PR008451,C008451,True,True,English,Email,2026-05-03
PR008452,C008452,False,False,English,SMS,2026-02-08
PR008453,C008453,True,False,Spanish,Email,2026-04-09
PR008454,C008454,True,False,English,None,2025-03-10
PR008455,C008455,False,True,English,Mobile App,2023-07-24
PR008456,C008456,True,False,Spanish,None,2025-08-30
PR008457,C008457,True,True,English,Email,2021-12-22
PR008458,C008458,True,True,English,Email,2025-04-26
PR008459,C008459,True,True,Spanish,Email,2023-08-27
PR008460,C008460,False,True,Spanish,SMS,2026-01-02
PR008461,C008461,True,False,Spanish,SMS,2023-07-31
PR008462,C008462,True,False,English,Email,2024-02-13
PR008463,C008463,False,True,English,Email,2025-10-25
PR008464,C008464,True,True,English,SMS,2025-07-17
PR008465,C008465,False,False,English,Mobile App,2024-05-27
PR008466,C008466,True,False,English,None,2026-07-07
PR008467,C008467,True,True,English,Email,2025-08-29
PR008468,C008468,True,True,English,Mobile App,2025-10-13
PR008469,C008469,True,True,Spanish,Mobile App,2026-05-23
PR008470,C008470,False,True,Spanish,SMS,2026-01-13
PR008471,C008471,False,True,English,Mobile App,2025-02-11
PR008472,C008472,True,True,English,None,2024-11-21
PR008473,C008473,False,True,English,None,2025-01-05
PR008474,C008474,False,True,Spanish,None,2026-01-23
PR008475,C008475,True,True,Spanish,None,2025-12-15
PR008476,C008476,False,True,Spanish,Email,2025-09-26
PR008477,C008477,False,False,English,SMS,2026-03-03
PR008478,C008478,True,True,English,Mobile App,2026-04-15
PR008479,C008479,True,True,English,SMS,2025-05-01
PR008480,C008480,True,False,English,None,2025-08-26
PR008481,C008481,True,True,English,SMS,2023-12-19
PR008482,C008482,True,True,Spanish,Mobile App,2026-05-16
PR008483,C008483,True,True,English,Mobile App,2024-10-14
PR008484,C008484,True,False,English,SMS,2024-06-07
PR008485,C008485,True,True,Spanish,Mobile App,2026-02-16
PR008486,C008486,False,False,Spanish,SMS,2026-03-17
PR008487,C008487,True,True,English,Email,2024-12-22
PR008488,C008488,True,True,English,None,2024-07-18
PR008489,C008489,True,False,English,Mobile App,2023-11-07
PR008490,C008490,True,False,Spanish,Email,2025-08-30
PR008491,C008491,False,False,English,Mobile App,2026-03-10
PR008492,C008492,False,True,Spanish,None,2023-04-10
PR008493,C008493,True,False,English,Email,2026-06-15
PR008494,C008494,True,True,English,None,2026-03-10
PR008495,C008495,True,False,English,SMS,2026-06-23
PR008496,C008496,True,True,English,SMS,2025-11-25
PR008497,C008497,True,False,Spanish,Email,2026-03-28
PR008498,C008498,True,False,English,Mobile App,2022-11-30
PR008499,C008499,True,True,English,Email,2026-01-10
PR008500,C008500,True,False,English,Email,2024-01-01
PR008501,C008501,True,False,English,None,2024-11-22
PR008502,C008502,False,True,English,Mobile App,2025-09-02
PR008503,C008503,True,False,Spanish,None,2026-03-08
PR008504,C008504,True,True,English,Email,2026-04-07
PR008505,C008505,True,True,English,Mobile App,2022-06-04
PR008506,C008506,False,True,English,None,2026-06-13
PR008507,C008507,True,False,Spanish,SMS,2022-11-08
PR008508,C008508,True,True,English,SMS,2026-02-02
PR008509,C008509,False,False,English,SMS,2025-04-16
PR008510,C008510,False,True,English,Mobile App,2025-10-12
PR008511,C008511,True,False,English,Mobile App,2024-01-27
PR008512,C008512,True,False,English,Mobile App,2024-12-27
PR008513,C008513,True,False,English,SMS,2023-12-09
PR008514,C008514,True,True,Spanish,None,2026-04-25
PR008515,C008515,True,True,English,SMS,2026-07-06
PR008516,C008516,True,False,Spanish,Email,2026-01-22
PR008517,C008517,True,True,English,Email,2025-03-22
PR008518,C008518,True,False,English,SMS,2025-04-10
PR008519,C008519,False,True,English,Email,2025-09-21
PR008520,C008520,True,True,English,None,2026-04-28
PR008521,C008521,True,False,English,Email,2024-10-05
PR008522,C008522,True,True,Spanish,None,2023-07-06
PR008523,C008523,True,True,Spanish,Email,2026-04-09
PR008524,C008524,True,True,English,None,2026-03-27
PR008525,C008525,False,True,English,None,2026-01-27
PR008526,C008526,False,True,English,Email,2024-09-08
PR008527,C008527,True,True,English,None,2026-06-09
PR008528,C008528,False,False,English,Email,2025-01-23
PR008529,C008529,True,False,Spanish,SMS,2026-07-01
PR008530,C008530,True,True,English,None,2022-08-03
PR008531,C008531,True,True,English,None,2026-07-04
PR008532,C008532,False,False,English,Mobile App,2026-07-03
PR008533,C008533,True,True,Spanish,Mobile App,2026-04-09
PR008534,C008534,True,False,English,Email,2025-04-23
PR008535,C008535,True,True,Spanish,None,2023-04-13
PR008536,C008536,True,True,Spanish,Mobile App,2022-09-17
PR008537,C008537,True,True,Spanish,Mobile App,2023-07-29
PR008538,C008538,True,True,Spanish,None,2025-12-10
PR008539,C008539,False,False,English,SMS,2021-11-11
PR008540,C008540,True,True,Spanish,Mobile App,2023-10-23
PR008541,C008541,True,True,English,None,2026-06-26
PR008542,C008542,False,True,Spanish,Mobile App,2024-11-13
PR008543,C008543,True,False,English,Email,2025-07-18
PR008544,C008544,True,True,English,Mobile App,2025-10-03
PR008545,C008545,False,False,Spanish,SMS,2025-08-24
PR008546,C008546,True,True,English,Email,2026-06-03
PR008547,C008547,False,False,Spanish,SMS,2024-06-14
PR008548,C008548,True,True,Spanish,None,2026-03-26
PR008549,C008549,False,True,Spanish,Mobile App,2025-12-06
PR008550,C008550,True,True,Spanish,Email,2026-04-27
PR008551,C008551,True,False,English,Mobile App,2024-03-06
PR008552,C008552,True,True,Spanish,Mobile App,2024-08-10
PR008553,C008553,False,True,Spanish,Mobile App,2026-01-01
PR008554,C008554,True,False,English,Email,2025-03-17
PR008555,C008555,False,True,English,Email,2026-06-19
PR008556,C008556,True,True,English,None,2026-06-17
PR008557,C008557,False,False,English,None,2024-07-29
PR008558,C008558,False,True,English,Mobile App,2023-11-09
PR008559,C008559,True,False,English,None,2023-06-15
PR008560,C008560,False,True,English,None,2023-07-10
