transaction_id,customer_id,store_id,transaction_date,payment_method,transaction_total
T0003766,C008229,ST0255,2024-12-06,Mobile Payment,55.14
T0003767,C007994,ST0212,2025-09-02,Credit Card,199.85
T0003768,C001988,ST0327,2024-10-18,Mobile Payment,217.77
T0003769,C007701,ST0229,2025-06-24,Credit Card,88.25
T0003770,C003200,ST0147,2024-12-06,Credit Card,226.78
T0003771,C003126,ST0265,2025-09-16,Cash,138.08
T0003772,C009804,ST0172,2024-08-09,Cash,70.49
T0003773,C009936,ST0184,2025-11-09,Cash,136.08
T0003774,C006209,ST0287,2025-03-02,Debit Card,212.48
T0003775,C001646,ST0220,2026-06-17,Cash,52.56
T0003776,C004541,ST0300,2024-11-20,Credit Card,33.74
T0003777,C003328,ST0279,2026-03-20,Mobile Payment,75.65
T0003778,C009640,ST0024,2026-01-30,Cash,228.08
T0003779,C003519,ST0096,2024-09-21,Debit Card,247.29
T0003780,C002329,ST0120,2025-10-29,Credit Card,237.05
T0003781,C009488,ST0023,2025-05-17,Debit Card,238.34
T0003782,C007887,ST0132,2024-10-26,Mobile Payment,69.18
T0003783,C009506,ST0346,2025-08-29,Debit Card,220.61
T0003784,C000470,ST0018,2024-08-14,Cash,14.41
T0003785,C009520,ST0306,2025-06-06,Cash,215.6
T0003786,C006192,ST0196,2026-03-30,Debit Card,115.23
T0003787,C007569,ST0027,2024-07-20,Credit Card,223.28
T0003788,C004476,ST0035,2025-08-23,Debit Card,121.78
T0003789,C002794,ST0148,2024-09-04,Cash,197.16
T0003790,C002091,ST0238,2024-11-21,Credit Card,50.22
T0003791,C004554,ST0037,2025-12-01,Credit Card,232.03
T0003792,C009699,ST0123,2024-10-14,Credit Card,49.91
T0003793,C007516,ST0003,2025-03-27,Cash,247.8
T0003794,C004799,ST0013,2025-12-07,Mobile Payment,212.65
T0003795,C005690,ST0316,2025-12-04,Credit Card,90.97
T0003796,C008806,ST0010,2025-04-23,Mobile Payment,12.71
T0003797,C003081,ST0057,2025-02-25,Mobile Payment,78.61
T0003798,C002980,ST0274,2024-11-23,Mobile Payment,113.25
T0003799,C003334,ST0347,2025-10-07,Mobile Payment,198.08
T0003800,C005504,ST0254,2024-09-22,Cash,133.39
T0003801,C009988,ST0295,2025-07-21,Cash,18.32
T0003802,C007478,ST0023,2025-11-06,Credit Card,197.3
T0003803,C005753,ST0117,2025-01-20,Mobile Payment,75.97
T0003804,C001965,ST0331,2024-07-26,Mobile Payment,39.24
T0003805,C003872,ST0276,2025-04-09,Debit Card,244.48
T0003806,C006319,ST0282,2024-10-24,Debit Card,202.5
T0003807,C007614,ST0118,2024-07-20,Mobile Payment,211.78
T0003808,C007755,ST0011,2024-10-29,Cash,178.09
T0003809,C004918,ST0179,2024-10-14,Mobile Payment,39.11
T0003810,C007701,ST0133,2025-11-15,Debit Card,150.35
T0003811,C002517,ST0240,2025-09-08,Mobile Payment,47.54
T0003812,C005167,ST0221,2026-02-20,Debit Card,101.3
T0003813,C002895,ST0202,2024-12-26,Credit Card,131.27
T0003814,C005437,ST0219,2024-10-24,Mobile Payment,197.54
T0003815,C001293,ST0266,2026-05-25,Credit Card,85.28
T0003816,C006958,ST0347,2025-09-17,Credit Card,87.19
T0003817,C001956,ST0248,2025-09-22,Debit Card,223.31
T0003818,C009603,ST0061,2024-12-21,Credit Card,212.32
T0003819,C007453,ST0160,2025-07-07,Credit Card,146.82
T0003820,C003572,ST0320,2025-09-15,Cash,202.9
T0003821,C001378,ST0113,2024-11-10,Credit Card,168.1
T0003822,C001195,ST0153,2024-07-08,Mobile Payment,188.86
T0003823,C002291,ST0065,2025-10-15,Debit Card,148.35
T0003824,C009864,ST0295,2025-10-03,Debit Card,91.34
T0003825,C009188,ST0036,2026-02-19,Debit Card,178.06
T0003826,C001115,ST0065,2025-10-24,Credit Card,219.96
T0003827,C009444,ST0147,2025-02-12,Cash,176.28
T0003828,C001642,ST0080,2024-12-12,Debit Card,55.44
T0003829,C007099,ST0082,2026-03-24,Cash,124.14
T0003830,C009193,ST0302,2025-08-18,Credit Card,27.63
T0003831,C008981,ST0348,2024-08-08,Cash,161.5
T0003832,C002434,ST0253,2024-08-23,Debit Card,105.11
T0003833,C001985,ST0004,2026-04-29,Cash,205.49
T0003834,C002584,ST0342,2025-04-08,Cash,188.01
T0003835,C004160,ST0024,2024-11-30,Cash,194.37
T0003836,C009294,ST0269,2026-06-15,Mobile Payment,8.91
T0003837,C007954,ST0127,2024-11-30,Mobile Payment,144.69
T0003838,C001864,ST0165,2026-01-28,Debit Card,249.45
T0003839,C002578,ST0003,2025-09-20,Cash,239.23
T0003840,C007858,ST0173,2024-09-11,Mobile Payment,146.47
T0003841,C003526,ST0207,2025-07-21,Mobile Payment,138.42
T0003842,C007822,ST0267,2025-07-08,Credit Card,23.26
T0003843,C007527,ST0049,2025-08-22,Credit Card,20.05
T0003844,C008233,ST0158,2024-08-31,Debit Card,148.96
T0003845,C006098,ST0151,2025-10-13,Debit Card,81.49
T0003846,C002602,ST0324,2026-06-11,Cash,20.09
T0003847,C007559,ST0182,2025-03-29,Mobile Payment,186.26
T0003848,C007831,ST0219,2025-01-13,Debit Card,75.68
T0003849,C007479,ST0321,2025-08-04,Credit Card,212.64
T0003850,C006649,ST0141,2025-03-29,Cash,178.97
T0003851,C001417,ST0276,2025-02-24,Debit Card,126.33
T0003852,C003300,ST0180,2025-12-11,Cash,82.75
T0003853,C000545,ST0238,2024-08-01,Credit Card,92.05
T0003854,C002242,ST0206,2024-10-21,Credit Card,75.99
T0003855,C004898,ST0265,2026-03-07,Credit Card,72.27
T0003856,C003208,ST0073,2025-11-06,Debit Card,103.97
T0003857,C003516,ST0212,2026-02-15,Credit Card,196.82
T0003858,C002449,ST0338,2024-12-30,Cash,182.06
T0003859,C007946,ST0191,2025-10-29,Debit Card,165.93
T0003860,C001160,ST0016,2026-04-04,Cash,72.1
T0003861,C003416,ST0018,2025-01-01,Credit Card,217.24
T0003862,C008983,ST0170,2026-05-04,Credit Card,222.53
T0003863,C000346,ST0175,2025-02-19,Credit Card,36.0
T0003864,C006524,ST0194,2025-02-11,Mobile Payment,207.52
T0003865,C001858,ST0309,2025-04-07,Mobile Payment,195.07
T0003866,C003073,ST0155,2025-01-13,Credit Card,6.07
T0003867,C001586,ST0214,2025-07-11,Credit Card,56.44
T0003868,C007716,ST0053,2026-04-30,Debit Card,245.43
T0003869,C003034,ST0017,2026-01-05,Credit Card,100.46
T0003870,C005114,ST0331,2025-06-10,Debit Card,68.71
T0003871,C006143,ST0272,2024-12-20,Mobile Payment,107.27
T0003872,C007782,ST0016,2025-06-12,Debit Card,13.53
T0003873,C007594,ST0309,2024-11-14,Debit Card,243.01
T0003874,C002252,ST0191,2025-11-30,Debit Card,19.69
T0003875,C007830,ST0305,2024-10-26,Mobile Payment,218.74
T0003876,C009834,ST0317,2024-08-08,Credit Card,91.9
T0003877,C000283,ST0294,2025-05-11,Cash,219.2
T0003878,C007962,ST0320,2026-04-14,Cash,114.76
T0003879,C006830,ST0303,2024-12-07,Cash,86.38
T0003880,C000566,ST0210,2024-08-26,Cash,131.63
T0003881,C003010,ST0323,2025-07-02,Mobile Payment,210.84
T0003882,C006226,ST0262,2026-06-27,Mobile Payment,128.82
T0003883,C008411,ST0051,2026-01-01,Mobile Payment,206.94
T0003884,C001997,ST0001,2026-05-09,Debit Card,218.12
T0003885,C009267,ST0056,2025-05-15,Cash,56.47
T0003886,C006024,ST0136,2024-10-28,Debit Card,201.22
T0003887,C009234,ST0081,2024-12-17,Credit Card,53.1
T0003888,C000882,ST0191,2025-10-02,Mobile Payment,37.71
T0003889,C001077,ST0126,2025-09-04,Mobile Payment,171.93
T0003890,C007127,ST0200,2025-08-10,Credit Card,82.24
T0003891,C000573,ST0102,2026-06-13,Mobile Payment,31.77
T0003892,C007492,ST0123,2026-04-13,Mobile Payment,91.7
T0003893,C002494,ST0198,2025-11-28,Cash,133.48
T0003894,C001417,ST0244,2026-05-08,Credit Card,43.0
T0003895,C009833,ST0321,2025-02-16,Cash,142.67
T0003896,C000147,ST0274,2024-09-22,Debit Card,144.52
T0003897,C002402,ST0183,2024-11-28,Debit Card,86.44
T0003898,C005555,ST0303,2025-02-19,Cash,241.5
T0003899,C001055,ST0019,2024-11-19,Debit Card,238.12
T0003900,C007339,ST0088,2025-05-14,Mobile Payment,99.96
T0003901,C007686,ST0336,2025-08-01,Mobile Payment,248.32
T0003902,C001347,ST0026,2026-02-07,Credit Card,70.44
T0003903,C002694,ST0121,2024-10-08,Debit Card,211.75
T0003904,C002196,ST0153,2025-05-01,Cash,82.05
T0003905,C000120,ST0016,2025-03-23,Credit Card,120.08
T0003906,C009366,ST0194,2025-02-13,Credit Card,123.16
T0003907,C002660,ST0075,2025-12-04,Cash,134.26
T0003908,C009131,ST0098,2025-04-26,Cash,75.42
T0003909,C003593,ST0183,2026-02-13,Mobile Payment,205.08
T0003910,C007828,ST0238,2026-04-07,Mobile Payment,214.31
T0003911,C000045,ST0154,2026-05-20,Cash,22.12
T0003912,C000086,ST0308,2025-01-08,Cash,174.09
T0003913,C008172,ST0255,2025-01-23,Mobile Payment,74.99
T0003914,C004972,ST0300,2025-10-28,Mobile Payment,74.17
T0003915,C005322,ST0090,2025-01-25,Credit Card,88.64
T0003916,C006872,ST0277,2026-05-16,Credit Card,238.83
T0003917,C004711,ST0201,2025-01-08,Mobile Payment,158.0
T0003918,C004807,ST0186,2025-03-05,Mobile Payment,9.62
T0003919,C008087,ST0238,2024-09-04,Mobile Payment,179.83
T0003920,C003265,ST0318,2024-10-14,Mobile Payment,152.89
T0003921,C007581,ST0324,2025-09-14,Debit Card,189.69
T0003922,C004737,ST0153,2025-01-16,Credit Card,137.23
T0003923,C007354,ST0269,2024-08-20,Mobile Payment,28.98
T0003924,C001123,ST0138,2025-04-06,Cash,109.28
T0003925,C009316,ST0023,2025-11-21,Credit Card,141.36
T0003926,C007953,ST0111,2025-08-23,Credit Card,199.07
T0003927,C003062,ST0280,2026-03-29,Mobile Payment,217.59
T0003928,C009920,ST0153,2025-10-31,Cash,17.41
T0003929,C003109,ST0287,2025-06-18,Cash,174.53
T0003930,C007335,ST0187,2025-03-29,Cash,112.36
T0003931,C004522,ST0176,2025-12-06,Cash,154.51
T0003932,C007193,ST0341,2025-05-11,Mobile Payment,122.18
T0003933,C000090,ST0135,2024-09-16,Mobile Payment,173.91
T0003934,C005923,ST0031,2026-01-18,Cash,238.22
T0003935,C008772,ST0261,2024-12-15,Cash,6.66
T0003936,C006928,ST0004,2025-08-25,Mobile Payment,109.95
T0003937,C009552,ST0212,2026-04-15,Cash,116.26
T0003938,C000603,ST0053,2024-12-19,Credit Card,53.58
T0003939,C007750,ST0103,2025-04-27,Credit Card,112.99
T0003940,C007110,ST0046,2024-10-01,Cash,46.55
T0003941,C009680,ST0275,2024-10-01,Cash,79.63
T0003942,C002413,ST0043,2025-10-15,Mobile Payment,66.57
T0003943,C008885,ST0299,2025-04-05,Credit Card,12.7
T0003944,C008845,ST0324,2025-12-20,Mobile Payment,192.95
T0003945,C001586,ST0166,2025-07-22,Credit Card,201.4
T0003946,C000202,ST0036,2025-05-31,Mobile Payment,122.68
T0003947,C001203,ST0171,2025-12-07,Debit Card,108.39
T0003948,C002518,ST0045,2025-03-21,Cash,97.0
T0003949,C007066,ST0336,2024-11-03,Mobile Payment,228.55
T0003950,C007303,ST0144,2025-03-20,Cash,152.65
T0003951,C002724,ST0311,2024-10-11,Mobile Payment,99.16
T0003952,C007359,ST0351,2025-05-11,Debit Card,181.8
T0003953,C005244,ST0263,2025-06-05,Debit Card,135.43
T0003954,C002944,ST0006,2025-05-08,Credit Card,102.85
T0003955,C001389,ST0231,2025-08-03,Debit Card,234.24
T0003956,C005088,ST0293,2025-06-06,Mobile Payment,179.94
T0003957,C007317,ST0333,2025-03-02,Cash,5.74
T0003958,C004361,ST0006,2024-12-22,Credit Card,122.2
T0003959,C005291,ST0101,2025-11-16,Mobile Payment,247.45
T0003960,C003631,ST0185,2026-03-17,Mobile Payment,120.0
T0003961,C004574,ST0260,2025-06-26,Cash,184.18
T0003962,C004856,ST0259,2026-01-25,Debit Card,222.95
T0003963,C007253,ST0042,2025-08-18,Cash,30.29
T0003964,C006360,ST0202,2026-05-24,Cash,39.97
T0003965,C004443,ST0124,2025-07-13,Cash,156.78
T0003966,C001431,ST0352,2025-08-31,Mobile Payment,247.06
T0003967,C002739,ST0096,2025-11-07,Mobile Payment,140.97
T0003968,C009953,ST0219,2024-11-15,Credit Card,212.65
T0003969,C008496,ST0095,2026-06-23,Mobile Payment,18.82
T0003970,C003306,ST0104,2025-05-10,Cash,154.33
T0003971,C003774,ST0021,2025-04-10,Mobile Payment,226.29
T0003972,C007432,ST0327,2025-01-31,Cash,150.94
T0003973,C007820,ST0284,2024-11-28,Credit Card,229.29
T0003974,C003198,ST0213,2026-05-03,Credit Card,172.01
T0003975,C008518,ST0142,2025-08-26,Mobile Payment,208.84
T0003976,C002669,ST0114,2025-03-10,Debit Card,169.04
T0003977,C005866,ST0208,2025-06-28,Mobile Payment,208.28
T0003978,C009932,ST0258,2025-03-03,Debit Card,134.14
T0003979,C002099,ST0229,2025-10-09,Mobile Payment,137.63
T0003980,C008671,ST0070,2024-07-27,Mobile Payment,179.3
T0003981,C009884,ST0125,2024-10-26,Cash,125.37
T0003982,C005695,ST0350,2024-11-09,Debit Card,190.79
T0003983,C007884,ST0254,2025-09-18,Cash,16.04
T0003984,C000638,ST0196,2024-10-07,Mobile Payment,120.79
T0003985,C008680,ST0221,2024-08-07,Credit Card,28.41
T0003986,C008881,ST0267,2024-12-09,Credit Card,21.71
T0003987,C000662,ST0136,2025-05-22,Mobile Payment,162.69
T0003988,C004376,ST0010,2026-01-09,Debit Card,177.82
T0003989,C008938,ST0317,2026-03-12,Credit Card,90.97
T0003990,C004581,ST0106,2025-11-06,Debit Card,194.64
T0003991,C004805,ST0187,2025-04-20,Mobile Payment,102.88
T0003992,C000517,ST0271,2024-08-25,Credit Card,104.06
T0003993,C003258,ST0269,2025-02-26,Credit Card,170.12
T0003994,C004688,ST0092,2026-01-07,Credit Card,204.86
T0003995,C001200,ST0195,2026-01-10,Credit Card,230.81
T0003996,C004939,ST0259,2025-03-10,Mobile Payment,196.39
T0003997,C002947,ST0116,2025-02-08,Credit Card,138.67
T0003998,C001708,ST0023,2024-12-12,Cash,34.93
T0003999,C001771,ST0015,2025-08-24,Mobile Payment,222.24
T0004000,C003912,ST0271,2026-03-05,Mobile Payment,133.92
T0004001,C005530,ST0252,2024-09-23,Debit Card,130.95
T0004002,C003319,ST0333,2024-12-07,Credit Card,138.21
T0004003,C006273,ST0138,2025-08-21,Credit Card,55.9
T0004004,C001503,ST0041,2025-01-18,Debit Card,70.35
T0004005,C006348,ST0199,2024-10-23,Debit Card,110.75
T0004006,C001482,ST0103,2025-12-01,Mobile Payment,44.7
T0004007,C006221,ST0167,2025-04-02,Debit Card,9.79
T0004008,C002617,ST0251,2025-01-08,Cash,138.36
T0004009,C002085,ST0096,2025-05-29,Credit Card,52.82
T0004010,C006913,ST0203,2025-11-20,Credit Card,43.08
T0004011,C009811,ST0106,2026-06-06,Debit Card,188.44
T0004012,C005819,ST0102,2025-01-01,Debit Card,124.65
T0004013,C003478,ST0290,2024-11-13,Mobile Payment,166.7
T0004014,C004510,ST0158,2025-03-11,Mobile Payment,122.32
T0004015,C007012,ST0319,2026-01-14,Mobile Payment,243.79
T0004016,C005345,ST0194,2026-05-20,Mobile Payment,22.5
T0004017,C001143,ST0208,2025-06-29,Debit Card,168.74
T0004018,C009569,ST0333,2024-10-31,Cash,175.35
T0004019,C006305,ST0142,2024-10-30,Cash,34.14
T0004020,C002555,ST0254,2024-12-16,Debit Card,149.59
T0004021,C003383,ST0126,2024-08-31,Mobile Payment,221.88
T0004022,C007156,ST0313,2026-05-29,Credit Card,82.59
T0004023,C004749,ST0172,2025-01-14,Mobile Payment,146.07
T0004024,C009182,ST0243,2025-07-17,Debit Card,149.84
T0004025,C007431,ST0352,2026-04-16,Debit Card,103.47
T0004026,C003286,ST0196,2025-02-09,Mobile Payment,227.94
T0004027,C002402,ST0045,2024-11-19,Mobile Payment,5.75
T0004028,C007370,ST0271,2025-05-21,Credit Card,19.88
T0004029,C000354,ST0331,2025-04-18,Debit Card,203.39
T0004030,C004748,ST0029,2025-08-11,Debit Card,118.55
T0004031,C002230,ST0270,2024-11-19,Credit Card,239.99
T0004032,C003614,ST0195,2025-07-10,Mobile Payment,31.37
T0004033,C006441,ST0174,2025-12-29,Cash,51.77
T0004034,C004254,ST0284,2025-10-22,Credit Card,172.49
T0004035,C005561,ST0141,2026-04-09,Debit Card,53.98
T0004036,C006986,ST0162,2025-01-19,Credit Card,15.72
T0004037,C000565,ST0192,2025-01-25,Mobile Payment,203.63
T0004038,C007669,ST0230,2025-04-04,Cash,145.62
T0004039,C003750,ST0016,2025-09-20,Debit Card,105.71
T0004040,C007474,ST0211,2025-03-01,Cash,156.17
T0004041,C000548,ST0269,2024-07-12,Debit Card,216.51
T0004042,C009747,ST0189,2025-07-29,Cash,246.81
T0004043,C007785,ST0246,2025-05-30,Debit Card,65.83
T0004044,C005084,ST0321,2026-04-08,Cash,136.63
T0004045,C004325,ST0223,2025-10-31,Credit Card,176.43
T0004046,C003483,ST0049,2024-11-08,Debit Card,151.12
T0004047,C000530,ST0005,2026-01-27,Mobile Payment,165.64
T0004048,C003564,ST0090,2025-02-03,Credit Card,146.82
T0004049,C004644,ST0287,2026-05-25,Cash,203.42
T0004050,C009012,ST0118,2026-04-04,Debit Card,163.07
T0004051,C004495,ST0167,2026-04-29,Mobile Payment,205.78
T0004052,C000432,ST0019,2025-06-12,Mobile Payment,150.04
T0004053,C007292,ST0256,2025-04-23,Mobile Payment,27.29
T0004054,C004027,ST0336,2024-12-28,Credit Card,63.74
T0004055,C003069,ST0213,2025-08-30,Mobile Payment,206.18
T0004056,C006583,ST0043,2025-12-23,Cash,244.06
T0004057,C006727,ST0352,2024-09-02,Credit Card,233.62
T0004058,C003243,ST0197,2025-04-20,Credit Card,200.15
T0004059,C002887,ST0128,2024-08-20,Cash,201.38
T0004060,C002154,ST0344,2025-07-20,Credit Card,133.09
T0004061,C007173,ST0329,2026-04-08,Cash,98.15
T0004062,C008199,ST0226,2025-04-08,Mobile Payment,55.72
T0004063,C005211,ST0259,2025-08-18,Credit Card,70.57
T0004064,C007416,ST0302,2024-12-19,Credit Card,39.3
T0004065,C007800,ST0318,2024-11-05,Mobile Payment,33.76
T0004066,C008724,ST0031,2025-02-12,Cash,112.9
T0004067,C007752,ST0301,2025-09-28,Debit Card,189.23
T0004068,C002968,ST0042,2026-02-18,Credit Card,227.31
T0004069,C002761,ST0302,2025-05-12,Mobile Payment,205.0
T0004070,C000884,ST0005,2025-07-17,Debit Card,67.23
T0004071,C007967,ST0305,2026-03-20,Debit Card,47.23
T0004072,C004433,ST0313,2025-05-10,Mobile Payment,217.08
T0004073,C006601,ST0038,2026-03-23,Mobile Payment,15.08
T0004074,C005002,ST0214,2026-06-09,Credit Card,15.76
T0004075,C003205,ST0232,2025-07-28,Cash,12.7
T0004076,C000153,ST0247,2026-01-21,Mobile Payment,180.27
T0004077,C008504,ST0268,2025-08-06,Cash,205.96
T0004078,C000695,ST0065,2024-10-22,Debit Card,164.01
T0004079,C001667,ST0304,2024-07-28,Cash,162.55
T0004080,C009030,ST0258,2024-09-10,Debit Card,243.65
T0004081,C006469,ST0062,2026-03-14,Mobile Payment,106.92
T0004082,C000287,ST0132,2025-06-19,Mobile Payment,232.74
T0004083,C003264,ST0341,2024-12-14,Debit Card,105.26
T0004084,C004106,ST0167,2024-08-13,Cash,204.63
T0004085,C002847,ST0032,2025-05-06,Cash,149.08
T0004086,C008142,ST0069,2024-08-21,Mobile Payment,100.63
T0004087,C009993,ST0329,2024-11-19,Credit Card,5.29
T0004088,C005847,ST0021,2024-11-03,Debit Card,7.86
T0004089,C007264,ST0075,2025-02-17,Mobile Payment,160.82
T0004090,C006675,ST0035,2024-08-19,Debit Card,160.51
T0004091,C000348,ST0094,2024-07-11,Cash,148.15
T0004092,C006362,ST0310,2026-02-19,Mobile Payment,112.22
T0004093,C009310,ST0071,2025-11-23,Mobile Payment,53.32
T0004094,C003447,ST0078,2024-09-28,Cash,202.51
T0004095,C003790,ST0244,2024-11-13,Cash,95.26
T0004096,C005057,ST0183,2025-05-11,Credit Card,13.87
T0004097,C008338,ST0282,2026-02-07,Credit Card,188.53
T0004098,C005360,ST0317,2026-01-05,Cash,128.28
T0004099,C002603,ST0212,2026-01-20,Cash,222.63
T0004100,C005764,ST0110,2025-02-25,Debit Card,83.09
T0004101,C003285,ST0212,2025-04-14,Cash,173.06
T0004102,C008987,ST0309,2024-08-02,Cash,49.88
T0004103,C003832,ST0065,2026-03-25,Credit Card,95.62
T0004104,C008776,ST0178,2026-03-19,Cash,169.46
T0004105,C008969,ST0077,2026-02-18,Cash,101.73
T0004106,C009773,ST0281,2025-05-03,Debit Card,49.91
T0004107,C006494,ST0030,2024-12-30,Cash,146.58
T0004108,C006252,ST0252,2024-08-27,Debit Card,235.75
T0004109,C008155,ST0035,2024-11-18,Debit Card,97.64
T0004110,C009635,ST0267,2025-02-01,Debit Card,186.34
T0004111,C007268,ST0001,2025-07-18,Debit Card,122.45
T0004112,C000997,ST0162,2024-07-22,Debit Card,34.34
T0004113,C005335,ST0238,2026-01-14,Credit Card,57.25
T0004114,C000778,ST0228,2026-03-11,Cash,43.21
T0004115,C000825,ST0031,2024-09-20,Mobile Payment,191.01
T0004116,C007111,ST0169,2024-12-09,Debit Card,207.46
T0004117,C000523,ST0107,2026-06-20,Debit Card,90.75
T0004118,C000278,ST0236,2025-04-05,Credit Card,228.46
T0004119,C009531,ST0107,2025-04-19,Mobile Payment,11.15
T0004120,C002672,ST0182,2025-09-26,Mobile Payment,174.72
T0004121,C003015,ST0318,2025-04-24,Mobile Payment,85.38
T0004122,C004505,ST0277,2025-05-08,Mobile Payment,88.65
T0004123,C006163,ST0204,2025-05-16,Cash,78.16
T0004124,C006980,ST0312,2024-08-03,Cash,208.24
T0004125,C009881,ST0302,2025-08-26,Debit Card,83.31
T0004126,C001242,ST0167,2026-03-16,Debit Card,71.51
T0004127,C008593,ST0348,2024-09-06,Debit Card,151.4
T0004128,C004525,ST0097,2026-05-07,Debit Card,229.95
T0004129,C009502,ST0149,2026-01-01,Mobile Payment,188.71
T0004130,C007527,ST0124,2024-11-01,Debit Card,67.03
T0004131,C005377,ST0244,2024-12-04,Mobile Payment,200.99
T0004132,C005186,ST0185,2026-03-18,Cash,53.58
T0004133,C007621,ST0022,2026-03-08,Mobile Payment,116.62
T0004134,C002331,ST0060,2025-11-17,Debit Card,161.77
T0004135,C002637,ST0303,2026-03-31,Debit Card,249.76
T0004136,C003759,ST0309,2026-05-12,Mobile Payment,217.9
T0004137,C007498,ST0110,2024-09-19,Credit Card,27.72
T0004138,C000325,ST0115,2026-01-25,Debit Card,190.59
T0004139,C005728,ST0319,2024-11-10,Credit Card,166.13
T0004140,C000409,ST0198,2025-07-27,Mobile Payment,171.5
T0004141,C002793,ST0031,2024-07-08,Debit Card,21.95
T0004142,C008774,ST0131,2026-06-23,Cash,30.33
T0004143,C000958,ST0090,2024-11-16,Credit Card,41.49
T0004144,C005280,ST0153,2026-04-06,Cash,111.74
T0004145,C005557,ST0219,2024-12-13,Debit Card,57.17
T0004146,C005336,ST0066,2025-10-07,Credit Card,50.82
T0004147,C006425,ST0149,2024-07-16,Debit Card,174.09
T0004148,C008249,ST0006,2025-09-26,Cash,143.01
T0004149,C004155,ST0238,2025-04-19,Mobile Payment,154.88
T0004150,C007218,ST0294,2026-02-16,Credit Card,219.6
T0004151,C009587,ST0323,2025-09-21,Mobile Payment,227.23
T0004152,C009258,ST0282,2025-10-31,Mobile Payment,9.27
T0004153,C001144,ST0341,2025-08-10,Cash,176.8
T0004154,C004340,ST0198,2026-03-03,Credit Card,150.24
T0004155,C000952,ST0306,2026-01-09,Cash,140.91
T0004156,C007730,ST0350,2025-05-18,Mobile Payment,176.79
T0004157,C006017,ST0020,2025-02-19,Debit Card,159.27
T0004158,C008120,ST0199,2026-02-20,Debit Card,209.3
T0004159,C005954,ST0262,2025-11-28,Debit Card,19.64
T0004160,C007665,ST0017,2025-03-31,Credit Card,224.25
T0004161,C002403,ST0012,2024-11-12,Mobile Payment,113.11
T0004162,C002023,ST0155,2025-02-06,Debit Card,36.34
T0004163,C009386,ST0020,2025-01-18,Debit Card,233.74
T0004164,C004632,ST0069,2025-09-26,Credit Card,56.71
T0004165,C006556,ST0242,2024-08-04,Mobile Payment,221.34
T0004166,C007656,ST0071,2025-12-02,Credit Card,64.88
T0004167,C004802,ST0304,2025-01-23,Debit Card,76.68
T0004168,C009576,ST0121,2025-11-08,Debit Card,107.75
T0004169,C001136,ST0182,2026-02-12,Cash,118.37
T0004170,C006283,ST0313,2026-06-10,Debit Card,210.35
T0004171,C009861,ST0092,2025-06-06,Cash,141.3
T0004172,C001800,ST0233,2024-11-22,Credit Card,179.53
T0004173,C009158,ST0095,2024-07-15,Debit Card,118.65
T0004174,C004868,ST0147,2026-06-02,Credit Card,61.31
T0004175,C007070,ST0142,2024-11-22,Cash,218.76
T0004176,C003167,ST0284,2025-03-19,Cash,186.57
T0004177,C004363,ST0264,2025-12-24,Debit Card,121.4
T0004178,C001269,ST0296,2025-09-19,Debit Card,180.84
T0004179,C002957,ST0342,2024-08-17,Cash,161.37
T0004180,C006169,ST0073,2026-04-10,Debit Card,73.07
T0004181,C006766,ST0145,2026-02-20,Mobile Payment,227.05
T0004182,C006965,ST0213,2025-01-17,Mobile Payment,203.01
T0004183,C005601,ST0256,2026-02-25,Mobile Payment,6.77
T0004184,C000513,ST0033,2024-10-30,Credit Card,207.72
T0004185,C006297,ST0238,2024-11-24,Credit Card,107.53
T0004186,C009231,ST0163,2025-05-21,Debit Card,160.32
T0004187,C007880,ST0174,2025-06-14,Debit Card,245.19
T0004188,C001370,ST0284,2026-06-05,Credit Card,98.93
T0004189,C007056,ST0160,2026-02-12,Cash,80.07
T0004190,C006628,ST0137,2026-06-15,Cash,77.59
T0004191,C003118,ST0155,2024-09-12,Debit Card,126.09
T0004192,C009022,ST0176,2026-04-25,Cash,31.84
T0004193,C006171,ST0148,2025-10-16,Mobile Payment,226.95
T0004194,C007895,ST0288,2025-08-13,Cash,79.43
T0004195,C002752,ST0258,2024-07-23,Cash,110.28
T0004196,C002627,ST0133,2025-05-23,Debit Card,241.33
T0004197,C001963,ST0118,2025-05-07,Cash,37.01
T0004198,C005467,ST0131,2024-07-31,Mobile Payment,58.48
T0004199,C007140,ST0200,2025-03-20,Credit Card,170.7
T0004200,C002170,ST0113,2025-12-25,Debit Card,44.68
T0004201,C006726,ST0147,2026-07-05,Cash,80.49
T0004202,C000929,ST0111,2026-03-15,Debit Card,84.43
T0004203,C007462,ST0230,2025-11-06,Credit Card,143.5
T0004204,C008552,ST0314,2024-08-03,Debit Card,104.01
T0004205,C009915,ST0076,2026-02-18,Mobile Payment,11.11
T0004206,C006582,ST0340,2024-12-30,Cash,190.76
T0004207,C001846,ST0249,2025-01-01,Credit Card,37.81
T0004208,C005628,ST0274,2025-04-29,Credit Card,8.0
T0004209,C002207,ST0249,2024-09-03,Credit Card,35.0
T0004210,C008157,ST0240,2025-03-03,Debit Card,195.88
T0004211,C007471,ST0300,2024-09-16,Credit Card,223.8
T0004212,C004193,ST0209,2024-08-28,Debit Card,84.02
T0004213,C005025,ST0162,2026-02-18,Credit Card,169.17
T0004214,C000410,ST0015,2025-10-29,Credit Card,15.05
T0004215,C002625,ST0160,2024-11-22,Cash,164.94
